tconst,worldwide_lifetime_gross
1315981,24964890
1316622,471222889
1318514,481800873
1320082,18663238
1320244,25051865
1320253,314975955
1307068,11681781
1320291,83869818
1321860,7294800
1321509,46789413
1321511,5186767
1321870,105200903
1322312,42059111
1322385,31676128
1323045,1281508100
1323594,543113985
1327773,177313795
1331307,259334548
1328634,193772504
1334512,148675066
1334260,9918093
1335975,151783839
1336006,532950503
1336608,59418613
1336617,9933873
1337057,428028233
1340107,13004504
1340138,440603537
1341188,48668907
1343092,353642274
1343727,41037742
1351685,197687603
1345836,1081142612
1349451,133031473
1352824,13657649
1355630,78274843
1355644,303144152
1355683,99775678
1365519,274650803
1366344,34942188
1369706,114178613
1371150,41296320
1374989,16457494
1375666,836836967
1375670,271457301
1375789,76014335
1379182,7942116
1385826,127869379
1385867,55611001
1386588,170458922
1386697,746846894
1386703,261317921
1386932,57470220
1389072,55003890
1390411,93920758
1392170,694394724
1392214,122126687
1396484,701796444
1397280,226837760
1398426,201634991
1401152,135710029
1403177,449702
1403865,252276927
1403981,56032889
1407084,2648195
1408101,467365246
1408253,124608438
1409024,445135288
1410051,171844840
1411238,149228077
1411250,98337295
1411697,586764305
1411704,183954145
1412386,136836272
1413492,20529194
1413495,118114220
1414382,32054369
1415283,93251121
1417075,209947037
1418377,86273333
1421051,14788642
1423995,10300416
1424381,127233108
1424432,321457747
1430132,414828246
1430612,71416730
1430615,24740061
1431045,782836791
1431181,19722766
1433108,35626958
1435513,70067909
1436562,483866518
1438173,15471969
1438176,41002607
1440129,303025485
1440266,20123742
1440292,31676128
1440345,15779455
1440728,67876281
1440732,176600207
1441395,5866389
1441912,24172201
1441940,34737199
1441951,333535934
1446192,306941670
1446714,403354469
1448755,57084522
1450321,109906372
1454029,216639112
1454468,723192705
1456635,159710793
1457767,320290989
1458169,34814102
1458175,67448651
1462041,39984400
1464540,149878437
1469304,177856751
1470023,9322895
1470827,5060438
1477076,103911669
1478338,288383523
1478839,33766787
1478964,6206022
1482459,348840316
1483013,286168572
1483797,207305509
1483831,137783840
1485796,436755494
1486185,90260376
1486192,29699345
1489887,24959607
1489889,216972543
1490017,468060692
1498569,2518012
1499658,209838559
1502397,426505244
1502407,47160000
1506999,34513760
1508675,97594140
1509767,132274484
1512235,20915465
1517260,63365859
1517451,436188866
1521197,15395087
1521848,170458922
1523483,665692281
1524137,96262212
1524930,107228221
1525366,1066179747
1528071,415484914
1529572,595802
1531663,2820490
1532503,14311701
1535108,286140700
1535109,218791811
1536044,193355800
1536048,115374915
1540133,19561904
1542344,226837760
1547234,31083599
1549920,48330757
1554091,1863506
1555064,20529194
1558877,106285522
1559547,60052138
1559549,7266209
1560139,5186767
1560747,43411001
1563738,59389433
1563742,91244913
1564349,95943453
1564367,214945591
1564777,146661977
1568338,47636031
1568911,177584879
1570728,145051197
1571234,83869818
1578275,69721966
1582248,825025036
1582507,44287131
1583420,75055070
1586752,3338690
1587310,758411779
1568346,232617430
1588173,116980662
1591095,99557032
1591479,82499399
1592525,32948113
1596343,626137675
1596346,47120948
1596350,156491279
1596363,133440870
1598778,136515867
1600195,82087155
1598828,38084162
1600196,18658381
1601913,79781695
1599348,208076205
1602620,29664140
1605630,234989584
1605717,158733820
1604171,255589157
1606389,196114570
1605783,151669859
1606392,609016565
1606378,304654182
1606384,286801374
1612774,259334548
1610996,24271196
1613750,203388186
1616195,246120986
1615065,82966152
1615147,19504039
1615160,145418070
1617661,183887723
1618442,146936910
1619029,39673807
1620935,6698679
1620981,191502426
1621039,110387072
1621045,96070507
1623205,493311825
1622979,157887643
1623288,107139399
1625346,22939027
1629757,7942116
1630036,35497362
1631867,370541256
1634106,33542457
1634121,36599361
1632708,149542245
1634122,160078586
1637688,115505027
1636826,173469516
1638355,107045109
1637706,25804448
1637725,549368315
1640484,38158601
1640548,358372926
1643222,18160930
1645089,7871522
1645155,242295562
1645170,179379533
1646987,301970083
1646971,494879471
1646980,2848165
1647668,38483455
1649419,53873809
1648190,113231078
1650062,20915465
1650554,96188903
1656186,163348
1655442,133432856
1656190,208076205
1657507,71508440
1661199,542358331
1661382,44907260
1663143,11417362
1661420,309208309
1663202,532950503
1666185,55668698
1663662,411002906
1666801,43709744
1667353,183018522
1667355,62198945
1668191,6856989
1670345,351723989
1674771,49263404
1675192,3741098
1679335,346864886
1677720,582893671
1682180,12077441
1680114,65716126
1682181,55181129
1690953,543113985
1687901,38356892
1694020,41863726
1691917,239258712
1700841,140705322
1702439,97594140
1703957,102992536
1706593,126636097
1711425,269994119
1711525,114501299
1712170,34618867
1713476,236412453
1712261,39673807
1714915,7609187
1714210,271457301
1715336,90449929
1715873,187733202
1716777,12558931
1727776,16137046
1727824,911100727
1731697,1544989
1735485,1532
1734493,219922417
1735898,396592829
1741273,34854990
1742044,67647013
1743720,698249
1745787,144056873
1747958,2760
1748122,68264022
1756799,552639571
1757746,10848783
1758795,3909596
1758810,43155261
1758595,30925690
1758830,126041322
1764651,314975955
1764234,37930465
1772240,26236153
1772288,10835752
1778304,193355800
1777034,76700659
1780798,115103
1781922,155712077
1781058,119483446
1787988,109906372
1790864,348319861
1790885,132820716
1795702,2193982
1800241,251171807
1798603,76490720
1798684,91970827
1798709,48517427
1800246,45640143
1800741,140470746
1800302,111231041
1802197,76665191
1809398,161459297
1814621,18637201
1817273,47052899
1821480,70752904
1821549,27682872
1821658,120885527
1821694,199006387
1823664,136853506
1821700,294805697
1825157,2848165
1823672,102811889
1826590,50445860
1829012,612054506
1833673,58072119
1839596,91720255
1840309,288885818
1840417,15950164
1841642,99557032
1846589,31676128
1847731,50752337
1850397,173965010
1837703,9058564
1850457,105011053
1838544,34612443
1853728,426074373
1854513,183018522
1855199,55078146
1859446,10828256
1856101,259334548
1860213,94073028
1860353,282570682
1860357,121790373
1869716,1027082707
1872194,84419388
1878870,19370020
1881002,273552592
1891755,180906076
1907668,161772375
1904996,46922566
1905041,1515341399
1911644,111105497
1911658,373515621
1915581,167739961
1921064,117831631
1921149,521311890
1922777,82515113
1924429,24261569
1928330,294805697
1929263,101982712
1931435,46522137
1931533,32226382
1939659,84790678
1937149,47347283
1945084,654855901
1950186,225508210
1950235,42426912
1951261,362000072
1954315,103215094
1956620,126069509
1961175,67234188
1964418,209035668
1959490,359200044
1967545,20275812
1966566,96976270
1972779,38609668
1975249,145358062
1977895,427344325
1979320,96983009
1979376,1073394593
1984153,460435291
1981128,221600160
1981677,115350426
1985966,243006126
1985949,352333929
1989475,426074373
1987680,125856180
1990181,252276927
1996310,861057
1999890,18160930
1999987,157761002
2004420,270665134
2006295,466364845
2011159,54323210
2015381,773350147
2017020,347545360
2023587,61105744
2024432,173965010
2024469,222809600
2034031,84384002
2034800,334933831
2039338,45158254
2039393,39280992
2040560,94019120
2053463,2216
2058673,133718711
2059171,327333559
2059255,157761002
2063781,296187079
2066051,195179299
2070649,619179950
2072233,227927165
2076298,57470220
2080374,34441873
2082197,184925486
2083355,72835710
2085910,155712077
2088003,177427090
2091478,224012234
2091935,41002607
2094018,226837760
2094064,22549338
2096672,169837010
2096673,858848019
2097307,16816647
2101441,32170399
2103217,671382
2103281,710644566
2105044,225508210
2106361,161502194
2106476,307127625
2106651,880681519
2119532,180563636
2119543,131523093
2120120,244874809
2121382,278780441
2126235,579707738
2126355,473990832
2126357,72294066
2131532,236225193
2139881,53873809
2140379,31807156
2140479,155160045
2170439,209838559
2172935,7975812
2177771,156706638
2179136,547426372
2181831,329398046
2183034,45681062
2184339,89328627
2191701,271457301
2193215,71009334
2199571,71561644
2203939,196710396
2209764,103039258
2216240,150166126
2224026,386041607
2224317,176506819
2226597,62832209
2229499,39439355
2229842,128799509
2231253,8564586
2231461,428028233
2234429,1033928303
2235695,538983207
2239822,225973340
2239832,70181428
2241351,93282604
2245084,657869686
2247476,30138754
2249221,236412453
2258337,321885765
2258858,40445129
2261331,142940100
2262227,99783556
2271563,8704851
2267968,631746197
2267998,369330363
2268016,117813057
2274648,99378985
2278388,172945750
2279339,42426912
2281587,80383113
2293640,1159444662
2296777,90497778
2294629,1281508100
2299842,235483004
2302755,170270201
2302966,173930596
2305051,222104681
2312718,48449416
2315582,244721064
2316411,250849789
2318092,34718173
2333784,314975955
2334879,205366737
2345737,2510007
2345112,135503748
2345759,415933406
2347569,267045765
2345567,98268458
2351310,193772504
2357129,42128352
2357291,483866518
2358925,14431253
2361509,194564672
2364841,62675095
2369135,203277636
2372678,146661977
2372222,371000
2377322,87937815
2380307,50812934
2379713,880681519
2381111,18477736
2381941,158762963
2382396,50632037
2387433,27858103
2387499,29918745
2388715,44459951
2387559,53120346
2388771,87135520
2397535,248118121
2401878,5659286
2401097,237382724
2402927,325286646
2403021,12666449
2404181,49779728
2404425,61619773
2404435,162360636
2404461,86157237
2404233,150680864
2404463,229930771
2404311,127994610
2404465,121214377
2406566,100014025
2431286,100129872
2436386,33213241
2446042,226837760
2450186,225508210
2446980,101134059
2452042,246233113
2471640,59389433
2479800,10686841
2486678,701796444
2490326,10920544
2494280,68296293
2503944,36606743
2510894,358375603
2515034,24177137
2531344,94019120
2537176,1278650
2543164,203388186
2545428,93920758
2547584,25975621
2543472,822824522
2554274,74679822
2555736,85978292
2557490,87189756
2556308,205850134
2561572,111711453
2567026,299820798
2571140,78844582
2582496,9074749
2582782,37879877
2582802,49396747
2582846,307166834
2584384,90335025
2568862,84918541
2637276,549368315
2637294,64780213
2638144,94061311
2639336,353642274
2660888,343471816
2671706,64414761
2669336,43069254
2674426,208314186
2678948,286801374
2679552,701796444
2702724,78844582
2692904,46563961
2704998,117679066
2713180,211822697
2709692,512492755
2709768,875458631
2717822,19652057
2719848,203427584
2726560,62944815
2752772,82515113
2762506,10828256
2763304,41681746
2764784,252442974
2776878,9995692
2771372,3485383
2798920,43070915
2806788,375658750
2823054,77068246
2848292,115350426
2832470,96822421
2852406,204594016
2854926,78130625
2869728,124608438
2870648,140795793
2872718,47398992
2872732,458863600
2873282,151572634
2882328,113916474
2883434,21833967
2888046,57470220
2883512,36606743
2891174,589390539
2884206,836836967
2905838,120072577
2908446,297002527
2911666,86081711
2918436,38356892
2926068,225508210
2935510,127461872
2937898,12007070
2948372,47120948
2967224,51380201
2980516,123726688
2980592,18191005
2980794,36642838
3001638,340952971
3007512,38176317
3011960,168406
3014866,99775678
3040964,966554929
3045616,47275717
3062096,220021259
3063516,151826547
3064298,466364845
3065204,320290989
3076658,173567581
3079380,235666219
3104988,238539198
3099498,746846894
3107166,173930596
3110958,351723989
3118452,40656399
3125324,14618727
3138782,24740061
3152592,275650703
3148502,97644617
3152624,140795793
3169706,31200557
3168230,524028679
3170832,155712077
3170902,31410151
3171832,5186767
3177316,35208854
3181776,31882724
3201640,1104054072
3183660,814044001
3203606,125212904
3208026,329398046
3216348,9037058
3210686,48035783
3231054,46771565
3224458,67760877
3228774,76347426
3247714,154802912
3263904,240797623
3276924,28510652
3281548,216601214
3289724,13061491
3289728,471411300
3296658,50023780
3296908,22382047
3297330,36642838
3300542,205754447
3300980,123306987
3315342,619179950
3316948,27262374
3316960,44779195
3319920,532950503
3322364,48623572
3322420,259334548
3322940,257579282
3327624,34718173
3332064,128388320
3348730,103911669
3352390,10975390
3361792,162944923
3369806,43967255
3387520,104545505
3387648,150166126
3390572,274650803
3395184,32170399
3397884,85120254
3402236,352794081
3411444,296069199
3440298,21127789
3450958,490719763
3460252,156480177
3462710,17768012
3467412,1104054072
3469046,543113985
3470600,634208384
3478962,461991867
3479316,20648328
3488710,61181942
3495000,8680109
3495026,28240000
3499096,76014335
3501112,32948113
3513548,43745542
3517870,93621340
3521164,40047078
3530002,52395996
3531824,85251425
3532216,134866593
3544082,187733202
3553442,24972139
3560686,112880294
3564472,140552359
3567288,98450062
3569230,356700357
3606752,461991867
3606756,631607053
3612616,415933406
3616916,78201830
3622120,154026136
3622592,85512300
3623726,41325328
3631112,173185859
3640424,119520023
3659388,630162448
3661210,549368315
3682448,165478348
3691740,195243411
3704050,56032889
3707104,93621340
3707106,3334927
3713166,62882090
3716530,103166989
3717490,142337240
3721954,96188903
3721964,569651467
3726704,11084630
3741834,140853810
3748528,1056057720
3754940,49327405
3760922,368744044
3758172,174463257
3766354,192330738
3767372,178127760
3774114,37357216
3771536,162360636
3783958,448906865
3774694,861057
3799694,62788218
3794354,319715683
3801314,133960541
3802576,43474578
3813310,209838559
3829266,160542134
3829920,26351322
3832914,73267874
3830162,836836967
3833480,6632383
3859076,95330710
3841424,1025468216
3848892,226945087
3850214,17986781
3850590,61548707
3861390,353284621
3862750,60273173
3881784,47398992
3864056,9932621
3882082,52425855
3896198,863756051
3906082,112006296
3922818,16080475
3966404,122563539
4009278,797361618
4005402,74679822
4025514,431971116
4015500,128799509
4034228,78988148
4052882,119100758
4073790,41142379
4103724,16376066
4116284,311950384
4120176,321457747
4126476,69518232
4131496,59371303
4154664,1128462972
4136084,49052787
4172430,226837760
4178092,58980521
4180560,70752904
4190530,18299138
4139124,20651333
4139588,314215454
4196450,16779212
4196776,415484914
4196848,464991
4218572,75984700
4226388,29196409
4225622,47160000
4244998,98203196
4257926,73983003
4287320,40656399
4302938,76249438
4309356,813367380
4298958,208076205
4326444,79293444
4341582,10367161
4357394,30426096
4364194,133031473
4375438,101209702
4383594,57814445
4387040,59945012
4411504,48517427
4419364,164112721
4463816,219100084
4463894,21360215
4468740,282377683
4481414,43069254
4481514,70439696
4486986,678150
4501244,118102725
4503598,271457301
4504044,21127789
4520364,8809407
4520988,1450026933
4530422,41657844
4532826,86493046
4537896,25957482
4560436,286801374
4566758,174804407
4572514,52185751
4575576,197744377
4624424,183388953
4630562,1236005118
4635372,286801374
4645330,288467645
4648786,43347017
4651520,183936074
4679210,259334548
4682786,88528280
4701182,467989645
4703048,67448651
4729430,190539357
4731136,26620002
4733624,35492921
4765284,115350426
4776998,12448676
4779682,530259473
4781612,18591272
4786282,148868835
4799050,47347283
4807408,10209813
4814290,84565230
4827558,52395996
4832640,98251790
4846232,34816824
4846340,236225193
4857264,55495563
4878482,20936722
4913966,123133739
4916630,50401502
4934950,93621340
4935418,35294470
4943998,782836791
4951982,23875127
4954522,2079569
4972582,278454417
4975722,65336603
5001754,252276927
5013056,527016307
5028340,349546142
5052448,255589157
5074352,203388341
5075662,77356942
5076214,1264434525
5085924,37930465
5093026,96822421
5097410,307166834
5109784,44516999
5113040,875458631
5116302,86081711
5117670,351496066
5121816,1264434525
5144174,76182388
5155780,8251071
5164184,209947037
5165344,191466556
5208252,17612099
5215088,290930148
5247022,30399490
5286444,119137784
5290524,35294470
5294518,157107755
5301662,10116816
5304464,236412453
5308322,125479266
5312232,9898412
5360952,32517248
5362988,43980821
5390504,23355100
5397194,15395087
5433138,181096164
5437928,243006126
5439796,48453605
5442430,100541806
5460276,39439355
5463162,782836791
5478478,81979826
5501104,353642274
5503686,157563598
5519340,14374652
5523010,173961069
5563334,33856058
5571734,164115897
5580036,66468985
5580266,34934009
5592878,201957688
5598292,314215454
5610554,240797623
5606664,72381712
5613484,47967636
5628302,106285522
5640450,249348933
5670152,134866593
5709188,208076205
5719700,37270721
5713232,201858461
5716464,157761002
5719748,76419755
5734576,43016528
5727208,50023780
5758778,304868961
5774450,19288130
5813916,33478921
5814060,365551694
5814534,171616764
5822564,15980032
5862312,32443111
5884784,786470484
5886046,155712077
5923962,131940411
5895028,39323027
5918982,85446075
5929754,102338515
5941692,15383580
5956100,87320000
5960374,1635056
5990474,7191399
6043142,5866389
6048930,257938649
6062774,141337989
6060156,72381712
6095472,147792047
6097798,98337295
6105098,1063611805
6133466,137056262
6139732,1050693953
6173990,111231041
6189022,146661977
6206564,13414416
6218358,47386287
6264654,295493
6264938,63945241
6265828,1951683
6266538,858848019
6294822,180419276
6304046,45457532
6306064,59945012
6324278,180289970
6334354,167327174
6338498,47267001
6343314,214215889
6359956,130560428
6378710,424208848
6394270,61404394
6398184,237860050
6428676,119559110
6432466,415933406
6450186,86086881
6452574,53873809
6472976,91527795
6484982,227927165
6485666,103911669
6476140,40445129
6499752,160542134
6495770,5103663
6513120,40812363
6527426,132820716
6537238,1025468216
6535880,74679822
6565702,252442974
6628394,31882724
6588966,371594210
6644200,340952971
6654210,33556631
6673612,245461797
6663582,75339459
6722030,36599361
6723592,195702963
6738136,13004504
6745550,26351322
6751668,258672393
6768578,31429330
6777338,404980543
6772950,95330710
6781982,103105878
6791096,94539426
6850820,53918723
6857112,255185482
6864046,177395557
6857376,95763716
6878378,100140916
6882604,180419276
6916362,76196538
6921996,158972499
6924650,127420861
6966692,321752656
6972140,2340411
6977338,111037232
6998518,12313323
7026672,10421847
7040874,97644617
7048622,51132598
7063210,47052899
7125774,168423227
7126948,822824522
7131622,374565754
7133686,81093313
7134096,5989583
7137846,51411620
7146812,288383523
7153766,151572634
7170950,82686066
7212726,44516999
7212754,47405566
7218518,1005973645
7282468,121790373
7286456,1074419384
7315484,272742922
7349662,93413709
7349950,473093228
7363076,10777375
7390646,22741061
7401588,120556201
7430722,67179155
7456310,90449929
7465992,116000000
7485048,20915465
7504726,111105497
7541106,18902015
7547410,119682635
7549892,162242684
7549996,15691640
7616148,25975621
7618184,174804407
7634968,72216294
7700730,34698753
7711170,476684675
7715202,619179950
7734218,32390945
7737528,82102379
7738784,868390560
7752126,32893421
7798634,57615777
7832124,41205099
7888964,55405035
7919680,43155261
7946422,701729206
7958736,466364845
7959026,174804407
7984766,87019158
8079248,154608507
8085790,216601214
8096832,93933394
8130968,735099102
8134742,74558115
8144834,5989583
8160864,15471969
8195518,109115308
8206668,40423279
8236336,225132113
8239946,1278650
8244784,200512643
8254556,369330363
8350360,231252591
8361028,746846894
8364368,91542097
8367814,115171795
8372298,141069860
8430598,201858461
8485364,40492652
8503618,21513434
8521876,398479497
8544498,24172201
8597594,375540831
8623904,121550750
8632862,11788676
8633478,208076205
8688634,49939757
8760684,173567581
8772262,47967636
8781414,45867333
8784956,2847246203
8820590,792910554
8946378,311605581
8948790,35492921
9024106,21354152
9072352,13639115
9076562,4398989
9110170,28650575
9134216,69412425
9139586,45867333
9179096,103166989
9214832,26404660
9252468,76490720
9345754,386041607
9354944,180289970
9412098,130834852
9420648,27122238
9477520,99557032
9617456,207305509
9664108,261317921
9779516,16060123
9866072,205850134
9900782,311605581
